[20, 79]
(39, 18)
(2, 0) | (8, 17)
(62, 5, 1, 1)
(63, 5, 1, 1)
(64, 5, 1, 1)
(65, 5, 1, 1)
(67, 5, 1, 1)
(68, 5, 1, 1)
(69, 5, 1, 1)
(70, 5, 1, 1)
(71, 5, 1, 1)
(72, 5, 1, 1)
(73, 5, 1, 1)
(74, 5, 1, 1)
(75, 5, 1, 1)
(76, 5, 1, 1)
(77, 5, 1, 1)
(78, 5, 1, 1)
(29, 6, 1, 1)
(35, 6, 1, 1)
(1, 7, 1, 1)
(2, 7, 1, 1)
(3, 7, 1, 1)
(4, 7, 1, 1)
(5, 7, 1, 1)
(6, 7, 1, 1)
(8, 7, 1, 1)
(9, 7, 1, 1)
(10, 7, 1, 1)
(11, 7, 1, 1)
(12, 7, 1, 1)
(13, 7, 1, 1)
(14, 7, 1, 1)
(15, 7, 1, 1)
(16, 7, 1, 1)
(17, 7, 1, 1)
(18, 7, 1, 1)
(19, 7, 1, 1)
(20, 7, 1, 1)
(21, 7, 1, 1)
(22, 7, 1, 1)
(23, 7, 1, 1)
(24, 7, 1, 1)
(25, 7, 1, 1)
(26, 7, 1, 1)
(27, 7, 1, 1)
(29, 7, 1, 1)
(35, 7, 1, 1)
(9, 8, 1, 1)
(12, 8, 1, 1)
(29, 8, 1, 1)
(9, 9, 1, 1)
(12, 9, 1, 1)
(14, 9, 1, 1)
(22, 9, 1, 1)
(29, 9, 1, 1)
(31, 9, 1, 1)
(32, 9, 1, 1)
(33, 9, 1, 1)
(34, 9, 1, 1)
(35, 9, 1, 1)
(36, 9, 1, 1)
(37, 9, 1, 1)
(38, 9, 1, 1)
(39, 9, 1, 1)
(40, 9, 1, 1)
(41, 9, 1, 1)
(42, 9, 1, 1)
(43, 9, 1, 1)
(44, 9, 1, 1)
(45, 9, 1, 1)
(46, 9, 1, 1)
(47, 9, 1, 1)
(48, 9, 1, 1)
(49, 9, 1, 1)
(50, 9, 1, 1)
(51, 9, 1, 1)
(52, 9, 1, 1)
(53, 9, 1, 1)
(54, 9, 1, 1)
(55, 9, 1, 1)
(56, 9, 1, 1)
(57, 9, 1, 1)
(58, 9, 1, 1)
(59, 9, 1, 1)
(60, 9, 1, 1)
(61, 9, 1, 1)
(62, 9, 1, 1)
(63, 9, 1, 1)
(64, 9, 1, 1)
(65, 9, 1, 1)
(66, 9, 1, 1)
(67, 9, 1, 1)
(69, 9, 1, 1)
(70, 9, 1, 1)
(71, 9, 1, 1)
(72, 9, 1, 1)
(73, 9, 1, 1)
(74, 9, 1, 1)
(75, 9, 1, 1)
(76, 9, 1, 1)
(77, 9, 1, 1)
(9, 10, 1, 1)
(12, 10, 1, 1)
(14, 10, 1, 1)
(22, 10, 1, 1)
(29, 10, 1, 1)
(35, 10, 1, 1)
(37, 10, 1, 1)
(2, 11, 1, 1)
(3, 11, 1, 1)
(5, 11, 1, 1)
(6, 11, 1, 1)
(7, 11, 1, 1)
(9, 11, 1, 1)
(10, 11, 1, 1)
(12, 11, 1, 1)
(14, 11, 1, 1)
(29, 11, 1, 1)
(32, 11, 1, 1)
(35, 11, 1, 1)
(37, 11, 1, 1)
(45, 11, 1, 1)
(9, 12, 1, 1)
(12, 12, 1, 1)
(14, 12, 1, 1)
(15, 12, 1, 1)
(16, 12, 1, 1)
(17, 12, 1, 1)
(18, 12, 1, 1)
(20, 12, 1, 1)
(21, 12, 1, 1)
(22, 12, 1, 1)
(24, 12, 1, 1)
(25, 12, 1, 1)
(29, 12, 1, 1)
(32, 12, 1, 1)
(35, 12, 1, 1)
(37, 12, 1, 1)
(39, 12, 1, 1)
(40, 12, 1, 1)
(41, 12, 1, 1)
(42, 12, 1, 1)
(43, 12, 1, 1)
(44, 12, 1, 1)
(45, 12, 1, 1)
(46, 12, 1, 1)
(47, 12, 1, 1)
(48, 12, 1, 1)
(49, 12, 1, 1)
(50, 12, 1, 1)
(51, 12, 1, 1)
(52, 12, 1, 1)
(53, 12, 1, 1)
(54, 12, 1, 1)
(55, 12, 1, 1)
(56, 12, 1, 1)
(57, 12, 1, 1)
(58, 12, 1, 1)
(59, 12, 1, 1)
(60, 12, 1, 1)
(61, 12, 1, 1)
(62, 12, 1, 1)
(63, 12, 1, 1)
(65, 12, 1, 1)
(66, 12, 1, 1)
(67, 12, 1, 1)
(68, 12, 1, 1)
(69, 12, 1, 1)
(70, 12, 1, 1)
(71, 12, 1, 1)
(72, 12, 1, 1)
(73, 12, 1, 1)
(74, 12, 1, 1)
(75, 12, 1, 1)
(3, 13, 1, 1)
(4, 13, 1, 1)
(6, 13, 1, 1)
(9, 13, 1, 1)
(12, 13, 1, 1)
(14, 13, 1, 1)
(22, 13, 1, 1)
(29, 13, 1, 1)
(32, 13, 1, 1)
(33, 13, 1, 1)
(35, 13, 1, 1)
(37, 13, 1, 1)
(6, 14, 1, 1)
(14, 14, 1, 1)
(29, 14, 1, 1)
(32, 14, 1, 1)
(35, 14, 1, 1)
(6, 15, 1, 1)
(9, 15, 1, 1)
(12, 15, 1, 1)
(14, 15, 1, 1)
(15, 15, 1, 1)
(16, 15, 1, 1)
(17, 15, 1, 1)
(18, 15, 1, 1)
(19, 15, 1, 1)
(20, 15, 1, 1)
(22, 15, 1, 1)
(23, 15, 1, 1)
(24, 15, 1, 1)
(25, 15, 1, 1)
(26, 15, 1, 1)
(29, 15, 1, 1)
(32, 15, 1, 1)
(35, 15, 1, 1)
(37, 15, 1, 1)
(38, 15, 1, 1)
(39, 15, 1, 1)
(40, 15, 1, 1)
(41, 15, 1, 1)
(42, 15, 1, 1)
(43, 15, 1, 1)
(44, 15, 1, 1)
(45, 15, 1, 1)
(46, 15, 1, 1)
(47, 15, 1, 1)
(48, 15, 1, 1)
(49, 15, 1, 1)
(50, 15, 1, 1)
(51, 15, 1, 1)
(53, 15, 1, 1)
(54, 15, 1, 1)
(55, 15, 1, 1)
(56, 15, 1, 1)
(57, 15, 1, 1)
(58, 15, 1, 1)
(59, 15, 1, 1)
(60, 15, 1, 1)
(61, 15, 1, 1)
(62, 15, 1, 1)
(63, 15, 1, 1)
(64, 15, 1, 1)
(65, 15, 1, 1)
(66, 15, 1, 1)
(67, 15, 1, 1)
(68, 15, 1, 1)
(69, 15, 1, 1)
(70, 15, 1, 1)
(71, 15, 1, 1)
(72, 15, 1, 1)
(73, 15, 1, 1)
(74, 15, 1, 1)
(75, 15, 1, 1)
(76, 15, 1, 1)
(6, 16, 1, 1)
(9, 16, 1, 1)
(12, 16, 1, 1)
(14, 16, 1, 1)
(29, 16, 1, 1)
(35, 16, 1, 1)
(37, 16, 1, 1)
(9, 17, 1, 1)
(12, 17, 1, 1)
(14, 17, 1, 1)
(29, 17, 1, 1)
(32, 17, 1, 1)
(35, 17, 1, 1)
(37, 17, 1, 1)
(12, 18, 1, 1)
(29, 18, 1, 1)
(35, 18, 1, 1)
(29, 19, 1, 1)
