[31, 65]
(36, 27)
(1, 6) | (4, 14)
(16, 27, 1, 1)
(18, 27, 1, 1)
(20, 27, 1, 1)
(21, 27, 1, 1)
(22, 27, 1, 1)
(23, 27, 1, 1)
(24, 27, 1, 1)
(25, 27, 1, 1)
(29, 27, 1, 1)
(35, 27, 1, 1)
(38, 27, 1, 1)
(41, 27, 1, 1)
(43, 27, 1, 1)
(57, 27, 1, 1)
(3, 28, 1, 1)
(8, 28, 1, 1)
(16, 28, 1, 1)
(29, 28, 1, 1)
(38, 28, 1, 1)
(41, 28, 1, 1)
(43, 28, 1, 1)
(8, 29, 1, 1)
(29, 29, 1, 1)
(41, 29, 1, 1)
(29, 30, 1, 1)
