[19, 116]
(84, 16)
(111, 7) | (99, 7)
(113, 4, 1, 1)
(2, 5, 1, 1)
(3, 5, 1, 1)
(4, 5, 1, 1)
(5, 5, 1, 1)
(8, 5, 1, 1)
(10, 5, 1, 1)
(11, 5, 1, 1)
(12, 5, 1, 1)
(13, 5, 1, 1)
(14, 5, 1, 1)
(15, 5, 1, 1)
(16, 5, 1, 1)
(17, 5, 1, 1)
(18, 5, 1, 1)
(19, 5, 1, 1)
(20, 5, 1, 1)
(21, 5, 1, 1)
(22, 5, 1, 1)
(23, 5, 1, 1)
(24, 5, 1, 1)
(25, 5, 1, 1)
(26, 5, 1, 1)
(27, 5, 1, 1)
(28, 5, 1, 1)
(29, 5, 1, 1)
(30, 5, 1, 1)
(31, 5, 1, 1)
(32, 5, 1, 1)
(33, 5, 1, 1)
(34, 5, 1, 1)
(35, 5, 1, 1)
(36, 5, 1, 1)
(37, 5, 1, 1)
(38, 5, 1, 1)
(39, 5, 1, 1)
(40, 5, 1, 1)
(41, 5, 1, 1)
(42, 5, 1, 1)
(43, 5, 1, 1)
(44, 5, 1, 1)
(45, 5, 1, 1)
(46, 5, 1, 1)
(47, 5, 1, 1)
(48, 5, 1, 1)
(49, 5, 1, 1)
(50, 5, 1, 1)
(51, 5, 1, 1)
(52, 5, 1, 1)
(53, 5, 1, 1)
(55, 5, 1, 1)
(56, 5, 1, 1)
(57, 5, 1, 1)
(58, 5, 1, 1)
(59, 5, 1, 1)
(60, 5, 1, 1)
(61, 5, 1, 1)
(62, 5, 1, 1)
(63, 5, 1, 1)
(64, 5, 1, 1)
(65, 5, 1, 1)
(66, 5, 1, 1)
(67, 5, 1, 1)
(68, 5, 1, 1)
(69, 5, 1, 1)
(70, 5, 1, 1)
(71, 5, 1, 1)
(72, 5, 1, 1)
(73, 5, 1, 1)
(74, 5, 1, 1)
(75, 5, 1, 1)
(76, 5, 1, 1)
(77, 5, 1, 1)
(78, 5, 1, 1)
(79, 5, 1, 1)
(80, 5, 1, 1)
(81, 5, 1, 1)
(82, 5, 1, 1)
(83, 5, 1, 1)
(84, 5, 1, 1)
(85, 5, 1, 1)
(86, 5, 1, 1)
(87, 5, 1, 1)
(88, 5, 1, 1)
(89, 5, 1, 1)
(90, 5, 1, 1)
(91, 5, 1, 1)
(92, 5, 1, 1)
(94, 5, 1, 1)
(96, 5, 1, 1)
(98, 5, 1, 1)
(99, 5, 1, 1)
(103, 5, 1, 1)
(106, 5, 1, 1)
(111, 5, 1, 1)
(113, 5, 1, 1)
(8, 6, 1, 1)
(108, 6, 1, 1)
(111, 6, 1, 1)
(113, 6, 1, 1)
(8, 7, 1, 1)
(103, 7, 1, 1)
(106, 7, 1, 1)
(108, 7, 1, 1)
(113, 7, 1, 1)
(1, 8, 1, 1)
(2, 8, 1, 1)
(4, 8, 1, 1)
(5, 8, 1, 1)
(6, 8, 1, 1)
(7, 8, 1, 1)
(8, 8, 1, 1)
(9, 8, 1, 1)
(10, 8, 1, 1)
(11, 8, 1, 1)
(12, 8, 1, 1)
(13, 8, 1, 1)
(14, 8, 1, 1)
(15, 8, 1, 1)
(16, 8, 1, 1)
(17, 8, 1, 1)
(18, 8, 1, 1)
(19, 8, 1, 1)
(20, 8, 1, 1)
(21, 8, 1, 1)
(22, 8, 1, 1)
(23, 8, 1, 1)
(24, 8, 1, 1)
(25, 8, 1, 1)
(26, 8, 1, 1)
(27, 8, 1, 1)
(28, 8, 1, 1)
(29, 8, 1, 1)
(30, 8, 1, 1)
(31, 8, 1, 1)
(32, 8, 1, 1)
(34, 8, 1, 1)
(35, 8, 1, 1)
(36, 8, 1, 1)
(37, 8, 1, 1)
(38, 8, 1, 1)
(39, 8, 1, 1)
(40, 8, 1, 1)
(41, 8, 1, 1)
(42, 8, 1, 1)
(43, 8, 1, 1)
(44, 8, 1, 1)
(45, 8, 1, 1)
(46, 8, 1, 1)
(47, 8, 1, 1)
(48, 8, 1, 1)
(49, 8, 1, 1)
(50, 8, 1, 1)
(51, 8, 1, 1)
(52, 8, 1, 1)
(53, 8, 1, 1)
(54, 8, 1, 1)
(55, 8, 1, 1)
(56, 8, 1, 1)
(57, 8, 1, 1)
(58, 8, 1, 1)
(59, 8, 1, 1)
(60, 8, 1, 1)
(61, 8, 1, 1)
(62, 8, 1, 1)
(63, 8, 1, 1)
(64, 8, 1, 1)
(65, 8, 1, 1)
(66, 8, 1, 1)
(67, 8, 1, 1)
(68, 8, 1, 1)
(69, 8, 1, 1)
(70, 8, 1, 1)
(71, 8, 1, 1)
(72, 8, 1, 1)
(73, 8, 1, 1)
(74, 8, 1, 1)
(75, 8, 1, 1)
(76, 8, 1, 1)
(77, 8, 1, 1)
(78, 8, 1, 1)
(79, 8, 1, 1)
(80, 8, 1, 1)
(81, 8, 1, 1)
(82, 8, 1, 1)
(83, 8, 1, 1)
(84, 8, 1, 1)
(85, 8, 1, 1)
(86, 8, 1, 1)
(87, 8, 1, 1)
(88, 8, 1, 1)
(89, 8, 1, 1)
(90, 8, 1, 1)
(91, 8, 1, 1)
(92, 8, 1, 1)
(93, 8, 1, 1)
(94, 8, 1, 1)
(95, 8, 1, 1)
(96, 8, 1, 1)
(97, 8, 1, 1)
(98, 8, 1, 1)
(99, 8, 1, 1)
(100, 8, 1, 1)
(101, 8, 1, 1)
(103, 8, 1, 1)
(106, 8, 1, 1)
(111, 8, 1, 1)
(113, 8, 1, 1)
(5, 9, 1, 1)
(8, 9, 1, 1)
(98, 9, 1, 1)
(103, 9, 1, 1)
(106, 9, 1, 1)
(107, 9, 1, 1)
(108, 9, 1, 1)
(109, 9, 1, 1)
(111, 9, 1, 1)
(113, 9, 1, 1)
(3, 10, 1, 1)
(4, 10, 1, 1)
(5, 10, 1, 1)
(8, 10, 1, 1)
(98, 10, 1, 1)
(103, 10, 1, 1)
(111, 10, 1, 1)
(113, 10, 1, 1)
(103, 11, 1, 1)
(5, 12, 1, 1)
(8, 12, 1, 1)
(9, 12, 1, 1)
(10, 12, 1, 1)
(11, 12, 1, 1)
(12, 12, 1, 1)
(13, 12, 1, 1)
(14, 12, 1, 1)
(15, 12, 1, 1)
(16, 12, 1, 1)
(17, 12, 1, 1)
(18, 12, 1, 1)
(19, 12, 1, 1)
(20, 12, 1, 1)
(21, 12, 1, 1)
(22, 12, 1, 1)
(23, 12, 1, 1)
(24, 12, 1, 1)
(25, 12, 1, 1)
(26, 12, 1, 1)
(27, 12, 1, 1)
(28, 12, 1, 1)
(29, 12, 1, 1)
(30, 12, 1, 1)
(31, 12, 1, 1)
(32, 12, 1, 1)
(33, 12, 1, 1)
(34, 12, 1, 1)
(35, 12, 1, 1)
(36, 12, 1, 1)
(38, 12, 1, 1)
(39, 12, 1, 1)
(40, 12, 1, 1)
(41, 12, 1, 1)
(42, 12, 1, 1)
(43, 12, 1, 1)
(44, 12, 1, 1)
(45, 12, 1, 1)
(46, 12, 1, 1)
(47, 12, 1, 1)
(48, 12, 1, 1)
(49, 12, 1, 1)
(50, 12, 1, 1)
(51, 12, 1, 1)
(52, 12, 1, 1)
(53, 12, 1, 1)
(54, 12, 1, 1)
(55, 12, 1, 1)
(56, 12, 1, 1)
(57, 12, 1, 1)
(58, 12, 1, 1)
(59, 12, 1, 1)
(60, 12, 1, 1)
(61, 12, 1, 1)
(62, 12, 1, 1)
(63, 12, 1, 1)
(64, 12, 1, 1)
(65, 12, 1, 1)
(66, 12, 1, 1)
(67, 12, 1, 1)
(68, 12, 1, 1)
(69, 12, 1, 1)
(70, 12, 1, 1)
(71, 12, 1, 1)
(72, 12, 1, 1)
(73, 12, 1, 1)
(74, 12, 1, 1)
(75, 12, 1, 1)
(76, 12, 1, 1)
(77, 12, 1, 1)
(78, 12, 1, 1)
(79, 12, 1, 1)
(80, 12, 1, 1)
(81, 12, 1, 1)
(82, 12, 1, 1)
(83, 12, 1, 1)
(84, 12, 1, 1)
(85, 12, 1, 1)
(86, 12, 1, 1)
(87, 12, 1, 1)
(88, 12, 1, 1)
(89, 12, 1, 1)
(90, 12, 1, 1)
(91, 12, 1, 1)
(92, 12, 1, 1)
(93, 12, 1, 1)
(94, 12, 1, 1)
(95, 12, 1, 1)
(96, 12, 1, 1)
(97, 12, 1, 1)
(98, 12, 1, 1)
(100, 12, 1, 1)
(103, 12, 1, 1)
(104, 12, 1, 1)
(105, 12, 1, 1)
(107, 12, 1, 1)
(108, 12, 1, 1)
(109, 12, 1, 1)
(111, 12, 1, 1)
(112, 12, 1, 1)
(113, 12, 1, 1)
(114, 12, 1, 1)
(8, 13, 1, 1)
(103, 13, 1, 1)
(111, 13, 1, 1)
(0, 15, 1, 1)
(1, 15, 1, 1)
(2, 15, 1, 1)
(3, 15, 1, 1)
(4, 15, 1, 1)
(5, 15, 1, 1)
(6, 15, 1, 1)
(7, 15, 1, 1)
(8, 15, 1, 1)
(9, 15, 1, 1)
(10, 15, 1, 1)
(11, 15, 1, 1)
(12, 15, 1, 1)
(13, 15, 1, 1)
(14, 15, 1, 1)
(15, 15, 1, 1)
(16, 15, 1, 1)
(17, 15, 1, 1)
(18, 15, 1, 1)
(19, 15, 1, 1)
(20, 15, 1, 1)
(21, 15, 1, 1)
(22, 15, 1, 1)
(23, 15, 1, 1)
(24, 15, 1, 1)
(25, 15, 1, 1)
(26, 15, 1, 1)
(27, 15, 1, 1)
(28, 15, 1, 1)
(29, 15, 1, 1)
(30, 15, 1, 1)
(31, 15, 1, 1)
(32, 15, 1, 1)
(33, 15, 1, 1)
(34, 15, 1, 1)
(35, 15, 1, 1)
(36, 15, 1, 1)
(37, 15, 1, 1)
(38, 15, 1, 1)
(39, 15, 1, 1)
(40, 15, 1, 1)
(41, 15, 1, 1)
(42, 15, 1, 1)
(43, 15, 1, 1)
(44, 15, 1, 1)
(45, 15, 1, 1)
(46, 15, 1, 1)
(47, 15, 1, 1)
(48, 15, 1, 1)
(49, 15, 1, 1)
(50, 15, 1, 1)
(51, 15, 1, 1)
(52, 15, 1, 1)
(53, 15, 1, 1)
(54, 15, 1, 1)
(55, 15, 1, 1)
(56, 15, 1, 1)
(57, 15, 1, 1)
(58, 15, 1, 1)
(59, 15, 1, 1)
(60, 15, 1, 1)
(61, 15, 1, 1)
(62, 15, 1, 1)
(63, 15, 1, 1)
(64, 15, 1, 1)
(65, 15, 1, 1)
(66, 15, 1, 1)
(67, 15, 1, 1)
(68, 15, 1, 1)
(69, 15, 1, 1)
(70, 15, 1, 1)
(71, 15, 1, 1)
(72, 15, 1, 1)
(73, 15, 1, 1)
(74, 15, 1, 1)
(75, 15, 1, 1)
(76, 15, 1, 1)
(77, 15, 1, 1)
(78, 15, 1, 1)
(79, 15, 1, 1)
(80, 15, 1, 1)
(81, 15, 1, 1)
(82, 15, 1, 1)
(83, 15, 1, 1)
(84, 15, 1, 1)
(85, 15, 1, 1)
(86, 15, 1, 1)
(87, 15, 1, 1)
(88, 15, 1, 1)
(89, 15, 1, 1)
(90, 15, 1, 1)
(91, 15, 1, 1)
(92, 15, 1, 1)
(93, 15, 1, 1)
(94, 15, 1, 1)
(95, 15, 1, 1)
(96, 15, 1, 1)
(97, 15, 1, 1)
(98, 15, 1, 1)
(99, 15, 1, 1)
(100, 15, 1, 1)
(101, 15, 1, 1)
(102, 15, 1, 1)
(103, 15, 1, 1)
(104, 15, 1, 1)
(105, 15, 1, 1)
(107, 15, 1, 1)
(108, 15, 1, 1)
(109, 15, 1, 1)
(110, 15, 1, 1)
(111, 15, 1, 1)
(112, 15, 1, 1)
(113, 15, 1, 1)
(114, 15, 1, 1)
(115, 15, 1, 1)
(103, 16, 1, 1)
(1, 17, 1, 1)
(2, 17, 1, 1)
(3, 17, 1, 1)
(4, 17, 1, 1)
(5, 17, 1, 1)
(6, 17, 1, 1)
(7, 17, 1, 1)
(8, 17, 1, 1)
(9, 17, 1, 1)
(10, 17, 1, 1)
(11, 17, 1, 1)
(12, 17, 1, 1)
(13, 17, 1, 1)
(14, 17, 1, 1)
(16, 17, 1, 1)
(17, 17, 1, 1)
(18, 17, 1, 1)
(19, 17, 1, 1)
(20, 17, 1, 1)
(21, 17, 1, 1)
(22, 17, 1, 1)
(23, 17, 1, 1)
(24, 17, 1, 1)
(25, 17, 1, 1)
(26, 17, 1, 1)
(27, 17, 1, 1)
(28, 17, 1, 1)
(29, 17, 1, 1)
(30, 17, 1, 1)
(31, 17, 1, 1)
(32, 17, 1, 1)
(33, 17, 1, 1)
(34, 17, 1, 1)
(35, 17, 1, 1)
(36, 17, 1, 1)
(37, 17, 1, 1)
(38, 17, 1, 1)
(39, 17, 1, 1)
(40, 17, 1, 1)
(41, 17, 1, 1)
(42, 17, 1, 1)
(44, 17, 1, 1)
(45, 17, 1, 1)
(46, 17, 1, 1)
(47, 17, 1, 1)
(48, 17, 1, 1)
(49, 17, 1, 1)
(50, 17, 1, 1)
(51, 17, 1, 1)
(52, 17, 1, 1)
(53, 17, 1, 1)
(54, 17, 1, 1)
(55, 17, 1, 1)
(56, 17, 1, 1)
(57, 17, 1, 1)
(58, 17, 1, 1)
(59, 17, 1, 1)
(60, 17, 1, 1)
(61, 17, 1, 1)
(62, 17, 1, 1)
(63, 17, 1, 1)
(64, 17, 1, 1)
(65, 17, 1, 1)
(66, 17, 1, 1)
(67, 17, 1, 1)
(68, 17, 1, 1)
(69, 17, 1, 1)
(70, 17, 1, 1)
(71, 17, 1, 1)
(72, 17, 1, 1)
(73, 17, 1, 1)
(74, 17, 1, 1)
(75, 17, 1, 1)
(76, 17, 1, 1)
(77, 17, 1, 1)
(78, 17, 1, 1)
(79, 17, 1, 1)
(80, 17, 1, 1)
(81, 17, 1, 1)
(82, 17, 1, 1)
(83, 17, 1, 1)
(84, 17, 1, 1)
(85, 17, 1, 1)
(86, 17, 1, 1)
(87, 17, 1, 1)
(88, 17, 1, 1)
(89, 17, 1, 1)
(90, 17, 1, 1)
(91, 17, 1, 1)
(92, 17, 1, 1)
(93, 17, 1, 1)
(94, 17, 1, 1)
(95, 17, 1, 1)
(96, 17, 1, 1)
(97, 17, 1, 1)
(98, 17, 1, 1)
(99, 17, 1, 1)
(100, 17, 1, 1)
(101, 17, 1, 1)
(103, 17, 1, 1)
(104, 17, 1, 1)
(105, 17, 1, 1)
(106, 17, 1, 1)
(107, 17, 1, 1)
(108, 17, 1, 1)
(109, 17, 1, 1)
(111, 17, 1, 1)
(112, 17, 1, 1)
(113, 17, 1, 1)
(114, 17, 1, 1)
(103, 18, 1, 1)
