[28, 77]
(17, 3)
(32, 17) | (39, 4)
(37, 11, 1, 1)
(38, 11, 1, 1)
(39, 11, 1, 1)
(40, 11, 1, 1)
(41, 11, 1, 1)
(42, 11, 1, 1)
(43, 11, 1, 1)
(44, 11, 1, 1)
(45, 11, 1, 1)
(46, 11, 1, 1)
(47, 11, 1, 1)
(48, 11, 1, 1)
(49, 11, 1, 1)
(50, 11, 1, 1)
(51, 11, 1, 1)
(52, 11, 1, 1)
(53, 11, 1, 1)
(54, 11, 1, 1)
(55, 11, 1, 1)
(56, 11, 1, 1)
(57, 11, 1, 1)
(58, 11, 1, 1)
(59, 11, 1, 1)
(60, 11, 1, 1)
(61, 11, 1, 1)
(63, 11, 1, 1)
(64, 11, 1, 1)
(65, 11, 1, 1)
(66, 11, 1, 1)
(67, 11, 1, 1)
(68, 11, 1, 1)
(69, 11, 1, 1)
(70, 11, 1, 1)
(71, 11, 1, 1)
(72, 11, 1, 1)
(73, 11, 1, 1)
(74, 11, 1, 1)
(75, 11, 1, 1)
(76, 11, 1, 1)
(30, 12, 1, 1)
(45, 12, 1, 1)
(69, 12, 1, 1)
(30, 13, 1, 1)
(45, 13, 1, 1)
(60, 13, 1, 1)
(69, 13, 1, 1)
(2, 14, 1, 1)
(3, 14, 1, 1)
(4, 14, 1, 1)
(5, 14, 1, 1)
(6, 14, 1, 1)
(7, 14, 1, 1)
(9, 14, 1, 1)
(10, 14, 1, 1)
(11, 14, 1, 1)
(12, 14, 1, 1)
(13, 14, 1, 1)
(14, 14, 1, 1)
(15, 14, 1, 1)
(16, 14, 1, 1)
(17, 14, 1, 1)
(19, 14, 1, 1)
(20, 14, 1, 1)
(21, 14, 1, 1)
(22, 14, 1, 1)
(23, 14, 1, 1)
(24, 14, 1, 1)
(25, 14, 1, 1)
(26, 14, 1, 1)
(27, 14, 1, 1)
(28, 14, 1, 1)
(30, 14, 1, 1)
(32, 14, 1, 1)
(33, 14, 1, 1)
(34, 14, 1, 1)
(35, 14, 1, 1)
(36, 14, 1, 1)
(37, 14, 1, 1)
(38, 14, 1, 1)
(39, 14, 1, 1)
(40, 14, 1, 1)
(41, 14, 1, 1)
(42, 14, 1, 1)
(45, 14, 1, 1)
(60, 14, 1, 1)
(69, 14, 1, 1)
(71, 14, 1, 1)
(72, 14, 1, 1)
(73, 14, 1, 1)
(74, 14, 1, 1)
(17, 15, 1, 1)
(30, 15, 1, 1)
(45, 15, 1, 1)
(48, 15, 1, 1)
(49, 15, 1, 1)
(51, 15, 1, 1)
(52, 15, 1, 1)
(53, 15, 1, 1)
(54, 15, 1, 1)
(55, 15, 1, 1)
(56, 15, 1, 1)
(57, 15, 1, 1)
(60, 15, 1, 1)
(62, 15, 1, 1)
(63, 15, 1, 1)
(64, 15, 1, 1)
(66, 15, 1, 1)
(69, 15, 1, 1)
(71, 15, 1, 1)
(73, 15, 1, 1)
(3, 16, 1, 1)
(4, 16, 1, 1)
(5, 16, 1, 1)
(6, 16, 1, 1)
(7, 16, 1, 1)
(8, 16, 1, 1)
(10, 16, 1, 1)
(11, 16, 1, 1)
(12, 16, 1, 1)
(13, 16, 1, 1)
(14, 16, 1, 1)
(15, 16, 1, 1)
(17, 16, 1, 1)
(19, 16, 1, 1)
(20, 16, 1, 1)
(21, 16, 1, 1)
(22, 16, 1, 1)
(23, 16, 1, 1)
(24, 16, 1, 1)
(25, 16, 1, 1)
(27, 16, 1, 1)
(32, 16, 1, 1)
(33, 16, 1, 1)
(34, 16, 1, 1)
(35, 16, 1, 1)
(36, 16, 1, 1)
(37, 16, 1, 1)
(38, 16, 1, 1)
(40, 16, 1, 1)
(41, 16, 1, 1)
(45, 16, 1, 1)
(51, 16, 1, 1)
(60, 16, 1, 1)
(64, 16, 1, 1)
(71, 16, 1, 1)
(73, 16, 1, 1)
(17, 17, 1, 1)
(30, 17, 1, 1)
(45, 17, 1, 1)
(51, 17, 1, 1)
(52, 17, 1, 1)
(53, 17, 1, 1)
(55, 17, 1, 1)
(56, 17, 1, 1)
(57, 17, 1, 1)
(60, 17, 1, 1)
(64, 17, 1, 1)
(69, 17, 1, 1)
(71, 17, 1, 1)
(73, 17, 1, 1)
(30, 18, 1, 1)
(45, 18, 1, 1)
(51, 18, 1, 1)
(60, 18, 1, 1)
(64, 18, 1, 1)
(69, 18, 1, 1)
(71, 18, 1, 1)
(73, 18, 1, 1)
(1, 19, 1, 1)
(2, 19, 1, 1)
(3, 19, 1, 1)
(4, 19, 1, 1)
(5, 19, 1, 1)
(6, 19, 1, 1)
(7, 19, 1, 1)
(8, 19, 1, 1)
(9, 19, 1, 1)
(10, 19, 1, 1)
(11, 19, 1, 1)
(12, 19, 1, 1)
(13, 19, 1, 1)
(14, 19, 1, 1)
(15, 19, 1, 1)
(16, 19, 1, 1)
(17, 19, 1, 1)
(18, 19, 1, 1)
(19, 19, 1, 1)
(20, 19, 1, 1)
(21, 19, 1, 1)
(22, 19, 1, 1)
(23, 19, 1, 1)
(24, 19, 1, 1)
(25, 19, 1, 1)
(26, 19, 1, 1)
(27, 19, 1, 1)
(28, 19, 1, 1)
(29, 19, 1, 1)
(30, 19, 1, 1)
(32, 19, 1, 1)
(33, 19, 1, 1)
(34, 19, 1, 1)
(35, 19, 1, 1)
(36, 19, 1, 1)
(37, 19, 1, 1)
(38, 19, 1, 1)
(39, 19, 1, 1)
(40, 19, 1, 1)
(41, 19, 1, 1)
(42, 19, 1, 1)
(43, 19, 1, 1)
(45, 19, 1, 1)
(60, 19, 1, 1)
(69, 19, 1, 1)
(40, 20, 1, 1)
(45, 20, 1, 1)
(47, 20, 1, 1)
(48, 20, 1, 1)
(50, 20, 1, 1)
(51, 20, 1, 1)
(52, 20, 1, 1)
(53, 20, 1, 1)
(54, 20, 1, 1)
(55, 20, 1, 1)
(56, 20, 1, 1)
(57, 20, 1, 1)
(58, 20, 1, 1)
(59, 20, 1, 1)
(60, 20, 1, 1)
(62, 20, 1, 1)
(63, 20, 1, 1)
(64, 20, 1, 1)
(65, 20, 1, 1)
(66, 20, 1, 1)
(67, 20, 1, 1)
(69, 20, 1, 1)
(71, 20, 1, 1)
(73, 20, 1, 1)
(3, 21, 1, 1)
(30, 21, 1, 1)
(32, 21, 1, 1)
(33, 21, 1, 1)
(34, 21, 1, 1)
(35, 21, 1, 1)
(36, 21, 1, 1)
(37, 21, 1, 1)
(38, 21, 1, 1)
(40, 21, 1, 1)
(41, 21, 1, 1)
(42, 21, 1, 1)
(45, 21, 1, 1)
(60, 21, 1, 1)
(69, 21, 1, 1)
(71, 21, 1, 1)
(73, 21, 1, 1)
(3, 22, 1, 1)
(4, 22, 1, 1)
(5, 22, 1, 1)
(6, 22, 1, 1)
(7, 22, 1, 1)
(8, 22, 1, 1)
(9, 22, 1, 1)
(10, 22, 1, 1)
(11, 22, 1, 1)
(12, 22, 1, 1)
(13, 22, 1, 1)
(14, 22, 1, 1)
(15, 22, 1, 1)
(16, 22, 1, 1)
(17, 22, 1, 1)
(18, 22, 1, 1)
(19, 22, 1, 1)
(21, 22, 1, 1)
(22, 22, 1, 1)
(23, 22, 1, 1)
(24, 22, 1, 1)
(25, 22, 1, 1)
(26, 22, 1, 1)
(27, 22, 1, 1)
(30, 22, 1, 1)
(40, 22, 1, 1)
(45, 22, 1, 1)
(49, 22, 1, 1)
(50, 22, 1, 1)
(51, 22, 1, 1)
(52, 22, 1, 1)
(53, 22, 1, 1)
(55, 22, 1, 1)
(56, 22, 1, 1)
(57, 22, 1, 1)
(58, 22, 1, 1)
(60, 22, 1, 1)
(62, 22, 1, 1)
(64, 22, 1, 1)
(65, 22, 1, 1)
(66, 22, 1, 1)
(69, 22, 1, 1)
(71, 22, 1, 1)
(73, 22, 1, 1)
(3, 23, 1, 1)
(17, 23, 1, 1)
(30, 23, 1, 1)
(32, 23, 1, 1)
(33, 23, 1, 1)
(35, 23, 1, 1)
(36, 23, 1, 1)
(37, 23, 1, 1)
(38, 23, 1, 1)
(40, 23, 1, 1)
(45, 23, 1, 1)
(69, 23, 1, 1)
(71, 23, 1, 1)
(30, 24, 1, 1)
(45, 24, 1, 1)
(69, 24, 1, 1)
(2, 25, 1, 1)
(3, 25, 1, 1)
(4, 25, 1, 1)
(5, 25, 1, 1)
(6, 25, 1, 1)
(7, 25, 1, 1)
(8, 25, 1, 1)
(9, 25, 1, 1)
(10, 25, 1, 1)
(11, 25, 1, 1)
(12, 25, 1, 1)
(13, 25, 1, 1)
(14, 25, 1, 1)
(15, 25, 1, 1)
(16, 25, 1, 1)
(17, 25, 1, 1)
(18, 25, 1, 1)
(19, 25, 1, 1)
(20, 25, 1, 1)
(21, 25, 1, 1)
(22, 25, 1, 1)
(23, 25, 1, 1)
(24, 25, 1, 1)
(25, 25, 1, 1)
(27, 25, 1, 1)
(28, 25, 1, 1)
(30, 25, 1, 1)
(40, 25, 1, 1)
(45, 25, 1, 1)
(46, 25, 1, 1)
(47, 25, 1, 1)
(48, 25, 1, 1)
(49, 25, 1, 1)
(50, 25, 1, 1)
(51, 25, 1, 1)
(52, 25, 1, 1)
(53, 25, 1, 1)
(54, 25, 1, 1)
(55, 25, 1, 1)
(56, 25, 1, 1)
(57, 25, 1, 1)
(58, 25, 1, 1)
(59, 25, 1, 1)
(60, 25, 1, 1)
(61, 25, 1, 1)
(62, 25, 1, 1)
(63, 25, 1, 1)
(64, 25, 1, 1)
(65, 25, 1, 1)
(66, 25, 1, 1)
(67, 25, 1, 1)
(68, 25, 1, 1)
(69, 25, 1, 1)
(71, 25, 1, 1)
(72, 25, 1, 1)
(73, 25, 1, 1)
(74, 25, 1, 1)
(75, 25, 1, 1)
(30, 26, 1, 1)
(45, 26, 1, 1)
(45, 27, 1, 1)
