[31, 98]
(35, 10)
(10, 24) | (9, 10)
(44, 13, 1, 1)
(45, 13, 1, 1)
(46, 13, 1, 1)
(47, 13, 1, 1)
(48, 13, 1, 1)
(49, 13, 1, 1)
(50, 13, 1, 1)
(51, 13, 1, 1)
(52, 13, 1, 1)
(53, 13, 1, 1)
(54, 13, 1, 1)
(55, 13, 1, 1)
(56, 13, 1, 1)
(57, 13, 1, 1)
(58, 13, 1, 1)
(59, 13, 1, 1)
(60, 13, 1, 1)
(61, 13, 1, 1)
(62, 13, 1, 1)
(63, 13, 1, 1)
(64, 13, 1, 1)
(65, 13, 1, 1)
(66, 13, 1, 1)
(67, 13, 1, 1)
(68, 13, 1, 1)
(69, 13, 1, 1)
(78, 13, 1, 1)
(85, 13, 1, 1)
(89, 13, 1, 1)
(6, 14, 1, 1)
(9, 14, 1, 1)
(12, 14, 1, 1)
(14, 14, 1, 1)
(15, 14, 1, 1)
(16, 14, 1, 1)
(21, 14, 1, 1)
(24, 14, 1, 1)
(25, 14, 1, 1)
(26, 14, 1, 1)
(27, 14, 1, 1)
(28, 14, 1, 1)
(29, 14, 1, 1)
(30, 14, 1, 1)
(33, 14, 1, 1)
(54, 14, 1, 1)
(71, 14, 1, 1)
(85, 14, 1, 1)
(6, 15, 1, 1)
(9, 15, 1, 1)
(12, 15, 1, 1)
(14, 15, 1, 1)
(16, 15, 1, 1)
(21, 15, 1, 1)
(24, 15, 1, 1)
(33, 15, 1, 1)
(71, 15, 1, 1)
(6, 16, 1, 1)
(9, 16, 1, 1)
(12, 16, 1, 1)
(14, 16, 1, 1)
(16, 16, 1, 1)
(21, 16, 1, 1)
(24, 16, 1, 1)
(26, 16, 1, 1)
(27, 16, 1, 1)
(28, 16, 1, 1)
(30, 16, 1, 1)
(34, 16, 1, 1)
(35, 16, 1, 1)
(36, 16, 1, 1)
(37, 16, 1, 1)
(38, 16, 1, 1)
(39, 16, 1, 1)
(40, 16, 1, 1)
(41, 16, 1, 1)
(42, 16, 1, 1)
(43, 16, 1, 1)
(44, 16, 1, 1)
(45, 16, 1, 1)
(46, 16, 1, 1)
(47, 16, 1, 1)
(48, 16, 1, 1)
(49, 16, 1, 1)
(50, 16, 1, 1)
(51, 16, 1, 1)
(52, 16, 1, 1)
(53, 16, 1, 1)
(54, 16, 1, 1)
(55, 16, 1, 1)
(56, 16, 1, 1)
(57, 16, 1, 1)
(58, 16, 1, 1)
(59, 16, 1, 1)
(61, 16, 1, 1)
(62, 16, 1, 1)
(63, 16, 1, 1)
(64, 16, 1, 1)
(65, 16, 1, 1)
(66, 16, 1, 1)
(67, 16, 1, 1)
(68, 16, 1, 1)
(69, 16, 1, 1)
(70, 16, 1, 1)
(71, 16, 1, 1)
(72, 16, 1, 1)
(73, 16, 1, 1)
(75, 16, 1, 1)
(76, 16, 1, 1)
(77, 16, 1, 1)
(78, 16, 1, 1)
(79, 16, 1, 1)
(80, 16, 1, 1)
(81, 16, 1, 1)
(82, 16, 1, 1)
(83, 16, 1, 1)
(84, 16, 1, 1)
(85, 16, 1, 1)
(86, 16, 1, 1)
(87, 16, 1, 1)
(88, 16, 1, 1)
(89, 16, 1, 1)
(90, 16, 1, 1)
(91, 16, 1, 1)
(92, 16, 1, 1)
(93, 16, 1, 1)
(94, 16, 1, 1)
(95, 16, 1, 1)
(9, 17, 1, 1)
(12, 17, 1, 1)
(14, 17, 1, 1)
(21, 17, 1, 1)
(24, 17, 1, 1)
(33, 17, 1, 1)
(71, 17, 1, 1)
(21, 18, 1, 1)
(33, 18, 1, 1)
(1, 19, 1, 1)
(2, 19, 1, 1)
(3, 19, 1, 1)
(4, 19, 1, 1)
(6, 19, 1, 1)
(7, 19, 1, 1)
(8, 19, 1, 1)
(9, 19, 1, 1)
(10, 19, 1, 1)
(11, 19, 1, 1)
(12, 19, 1, 1)
(13, 19, 1, 1)
(14, 19, 1, 1)
(15, 19, 1, 1)
(16, 19, 1, 1)
(17, 19, 1, 1)
(18, 19, 1, 1)
(19, 19, 1, 1)
(21, 19, 1, 1)
(22, 19, 1, 1)
(23, 19, 1, 1)
(24, 19, 1, 1)
(25, 19, 1, 1)
(26, 19, 1, 1)
(27, 19, 1, 1)
(28, 19, 1, 1)
(29, 19, 1, 1)
(30, 19, 1, 1)
(31, 19, 1, 1)
(33, 19, 1, 1)
(34, 19, 1, 1)
(35, 19, 1, 1)
(36, 19, 1, 1)
(37, 19, 1, 1)
(38, 19, 1, 1)
(39, 19, 1, 1)
(40, 19, 1, 1)
(41, 19, 1, 1)
(42, 19, 1, 1)
(43, 19, 1, 1)
(44, 19, 1, 1)
(45, 19, 1, 1)
(46, 19, 1, 1)
(47, 19, 1, 1)
(48, 19, 1, 1)
(49, 19, 1, 1)
(50, 19, 1, 1)
(51, 19, 1, 1)
(52, 19, 1, 1)
(53, 19, 1, 1)
(54, 19, 1, 1)
(55, 19, 1, 1)
(56, 19, 1, 1)
(57, 19, 1, 1)
(58, 19, 1, 1)
(59, 19, 1, 1)
(60, 19, 1, 1)
(61, 19, 1, 1)
(62, 19, 1, 1)
(63, 19, 1, 1)
(64, 19, 1, 1)
(65, 19, 1, 1)
(66, 19, 1, 1)
(67, 19, 1, 1)
(68, 19, 1, 1)
(69, 19, 1, 1)
(70, 19, 1, 1)
(71, 19, 1, 1)
(72, 19, 1, 1)
(73, 19, 1, 1)
(74, 19, 1, 1)
(75, 19, 1, 1)
(76, 19, 1, 1)
(77, 19, 1, 1)
(78, 19, 1, 1)
(79, 19, 1, 1)
(80, 19, 1, 1)
(81, 19, 1, 1)
(82, 19, 1, 1)
(83, 19, 1, 1)
(84, 19, 1, 1)
(85, 19, 1, 1)
(86, 19, 1, 1)
(87, 19, 1, 1)
(88, 19, 1, 1)
(89, 19, 1, 1)
(90, 19, 1, 1)
(91, 19, 1, 1)
(92, 19, 1, 1)
(93, 19, 1, 1)
(94, 19, 1, 1)
(95, 19, 1, 1)
(3, 20, 1, 1)
(12, 20, 1, 1)
(16, 20, 1, 1)
(21, 20, 1, 1)
(30, 20, 1, 1)
(33, 20, 1, 1)
(77, 20, 1, 1)
(3, 21, 1, 1)
(12, 21, 1, 1)
(16, 21, 1, 1)
(21, 21, 1, 1)
(30, 21, 1, 1)
(33, 21, 1, 1)
(77, 21, 1, 1)
(12, 22, 1, 1)
(16, 22, 1, 1)
(21, 22, 1, 1)
(30, 22, 1, 1)
(33, 22, 1, 1)
(35, 22, 1, 1)
(36, 22, 1, 1)
(37, 22, 1, 1)
(38, 22, 1, 1)
(39, 22, 1, 1)
(40, 22, 1, 1)
(41, 22, 1, 1)
(42, 22, 1, 1)
(43, 22, 1, 1)
(44, 22, 1, 1)
(45, 22, 1, 1)
(46, 22, 1, 1)
(48, 22, 1, 1)
(49, 22, 1, 1)
(50, 22, 1, 1)
(51, 22, 1, 1)
(52, 22, 1, 1)
(53, 22, 1, 1)
(54, 22, 1, 1)
(55, 22, 1, 1)
(56, 22, 1, 1)
(57, 22, 1, 1)
(58, 22, 1, 1)
(59, 22, 1, 1)
(60, 22, 1, 1)
(61, 22, 1, 1)
(62, 22, 1, 1)
(63, 22, 1, 1)
(64, 22, 1, 1)
(65, 22, 1, 1)
(66, 22, 1, 1)
(67, 22, 1, 1)
(68, 22, 1, 1)
(69, 22, 1, 1)
(70, 22, 1, 1)
(71, 22, 1, 1)
(72, 22, 1, 1)
(73, 22, 1, 1)
(74, 22, 1, 1)
(75, 22, 1, 1)
(77, 22, 1, 1)
(78, 22, 1, 1)
(79, 22, 1, 1)
(80, 22, 1, 1)
(81, 22, 1, 1)
(82, 22, 1, 1)
(83, 22, 1, 1)
(84, 22, 1, 1)
(85, 22, 1, 1)
(86, 22, 1, 1)
(87, 22, 1, 1)
(89, 22, 1, 1)
(90, 22, 1, 1)
(91, 22, 1, 1)
(92, 22, 1, 1)
(93, 22, 1, 1)
(3, 23, 1, 1)
(4, 23, 1, 1)
(5, 23, 1, 1)
(6, 23, 1, 1)
(7, 23, 1, 1)
(8, 23, 1, 1)
(9, 23, 1, 1)
(10, 23, 1, 1)
(12, 23, 1, 1)
(16, 23, 1, 1)
(21, 23, 1, 1)
(23, 23, 1, 1)
(24, 23, 1, 1)
(26, 23, 1, 1)
(27, 23, 1, 1)
(28, 23, 1, 1)
(30, 23, 1, 1)
(31, 23, 1, 1)
(33, 23, 1, 1)
(77, 23, 1, 1)
(91, 23, 1, 1)
(12, 24, 1, 1)
(21, 24, 1, 1)
(33, 24, 1, 1)
(3, 25, 1, 1)
(5, 25, 1, 1)
(6, 25, 1, 1)
(7, 25, 1, 1)
(8, 25, 1, 1)
(9, 25, 1, 1)
(12, 25, 1, 1)
(14, 25, 1, 1)
(15, 25, 1, 1)
(16, 25, 1, 1)
(18, 25, 1, 1)
(21, 25, 1, 1)
(25, 25, 1, 1)
(26, 25, 1, 1)
(27, 25, 1, 1)
(28, 25, 1, 1)
(30, 25, 1, 1)
(33, 25, 1, 1)
(34, 25, 1, 1)
(35, 25, 1, 1)
(36, 25, 1, 1)
(37, 25, 1, 1)
(38, 25, 1, 1)
(39, 25, 1, 1)
(40, 25, 1, 1)
(41, 25, 1, 1)
(42, 25, 1, 1)
(43, 25, 1, 1)
(44, 25, 1, 1)
(45, 25, 1, 1)
(46, 25, 1, 1)
(47, 25, 1, 1)
(48, 25, 1, 1)
(49, 25, 1, 1)
(50, 25, 1, 1)
(51, 25, 1, 1)
(52, 25, 1, 1)
(53, 25, 1, 1)
(55, 25, 1, 1)
(56, 25, 1, 1)
(57, 25, 1, 1)
(58, 25, 1, 1)
(59, 25, 1, 1)
(60, 25, 1, 1)
(61, 25, 1, 1)
(62, 25, 1, 1)
(63, 25, 1, 1)
(64, 25, 1, 1)
(65, 25, 1, 1)
(66, 25, 1, 1)
(67, 25, 1, 1)
(68, 25, 1, 1)
(69, 25, 1, 1)
(70, 25, 1, 1)
(71, 25, 1, 1)
(72, 25, 1, 1)
(73, 25, 1, 1)
(74, 25, 1, 1)
(75, 25, 1, 1)
(77, 25, 1, 1)
(78, 25, 1, 1)
(79, 25, 1, 1)
(80, 25, 1, 1)
(81, 25, 1, 1)
(82, 25, 1, 1)
(83, 25, 1, 1)
(84, 25, 1, 1)
(85, 25, 1, 1)
(86, 25, 1, 1)
(87, 25, 1, 1)
(88, 25, 1, 1)
(89, 25, 1, 1)
(90, 25, 1, 1)
(91, 25, 1, 1)
(92, 25, 1, 1)
(93, 25, 1, 1)
(94, 25, 1, 1)
(95, 25, 1, 1)
(3, 26, 1, 1)
(5, 26, 1, 1)
(12, 26, 1, 1)
(16, 26, 1, 1)
(21, 26, 1, 1)
(25, 26, 1, 1)
(30, 26, 1, 1)
(33, 26, 1, 1)
(77, 26, 1, 1)
(3, 27, 1, 1)
(5, 27, 1, 1)
(12, 27, 1, 1)
(16, 27, 1, 1)
(21, 27, 1, 1)
(25, 27, 1, 1)
(30, 27, 1, 1)
(33, 27, 1, 1)
(35, 27, 1, 1)
(36, 27, 1, 1)
(37, 27, 1, 1)
(38, 27, 1, 1)
(39, 27, 1, 1)
(40, 27, 1, 1)
(41, 27, 1, 1)
(42, 27, 1, 1)
(43, 27, 1, 1)
(44, 27, 1, 1)
(45, 27, 1, 1)
(46, 27, 1, 1)
(47, 27, 1, 1)
(48, 27, 1, 1)
(49, 27, 1, 1)
(50, 27, 1, 1)
(51, 27, 1, 1)
(52, 27, 1, 1)
(53, 27, 1, 1)
(54, 27, 1, 1)
(55, 27, 1, 1)
(56, 27, 1, 1)
(58, 27, 1, 1)
(59, 27, 1, 1)
(60, 27, 1, 1)
(61, 27, 1, 1)
(62, 27, 1, 1)
(63, 27, 1, 1)
(64, 27, 1, 1)
(65, 27, 1, 1)
(66, 27, 1, 1)
(67, 27, 1, 1)
(68, 27, 1, 1)
(69, 27, 1, 1)
(70, 27, 1, 1)
(71, 27, 1, 1)
(72, 27, 1, 1)
(74, 27, 1, 1)
(75, 27, 1, 1)
(77, 27, 1, 1)
(78, 27, 1, 1)
(79, 27, 1, 1)
(80, 27, 1, 1)
(81, 27, 1, 1)
(82, 27, 1, 1)
(83, 27, 1, 1)
(84, 27, 1, 1)
(85, 27, 1, 1)
(86, 27, 1, 1)
(87, 27, 1, 1)
(89, 27, 1, 1)
(90, 27, 1, 1)
(91, 27, 1, 1)
(92, 27, 1, 1)
(93, 27, 1, 1)
(94, 27, 1, 1)
(3, 28, 1, 1)
(16, 28, 1, 1)
(21, 28, 1, 1)
(30, 28, 1, 1)
(33, 28, 1, 1)
(77, 28, 1, 1)
(12, 29, 1, 1)
(21, 29, 1, 1)
(33, 29, 1, 1)
(21, 30, 1, 1)
