[27, 45]
(5, 0)
(22, 14) | (0, 22)
(16, 6, 1, 1)
(19, 6, 1, 1)
(32, 6, 1, 1)
(34, 6, 1, 1)
(41, 6, 1, 1)
(4, 7, 1, 1)
(5, 7, 1, 1)
(7, 7, 1, 1)
(9, 7, 1, 1)
(14, 7, 1, 1)
(16, 7, 1, 1)
(19, 7, 1, 1)
(23, 7, 1, 1)
(24, 7, 1, 1)
(25, 7, 1, 1)
(26, 7, 1, 1)
(27, 7, 1, 1)
(28, 7, 1, 1)
(29, 7, 1, 1)
(30, 7, 1, 1)
(32, 7, 1, 1)
(34, 7, 1, 1)
(35, 7, 1, 1)
(36, 7, 1, 1)
(41, 7, 1, 1)
(7, 8, 1, 1)
(16, 8, 1, 1)
(19, 8, 1, 1)
(23, 8, 1, 1)
(32, 8, 1, 1)
(34, 8, 1, 1)
(41, 8, 1, 1)
(14, 9, 1, 1)
(16, 9, 1, 1)
(19, 9, 1, 1)
(32, 9, 1, 1)
(41, 9, 1, 1)
(2, 10, 1, 1)
(3, 10, 1, 1)
(4, 10, 1, 1)
(5, 10, 1, 1)
(7, 10, 1, 1)
(8, 10, 1, 1)
(9, 10, 1, 1)
(11, 10, 1, 1)
(12, 10, 1, 1)
(14, 10, 1, 1)
(16, 10, 1, 1)
(19, 10, 1, 1)
(21, 10, 1, 1)
(22, 10, 1, 1)
(23, 10, 1, 1)
(24, 10, 1, 1)
(25, 10, 1, 1)
(26, 10, 1, 1)
(27, 10, 1, 1)
(28, 10, 1, 1)
(29, 10, 1, 1)
(30, 10, 1, 1)
(31, 10, 1, 1)
(32, 10, 1, 1)
(33, 10, 1, 1)
(34, 10, 1, 1)
(35, 10, 1, 1)
(36, 10, 1, 1)
(38, 10, 1, 1)
(39, 10, 1, 1)
(41, 10, 1, 1)
(7, 11, 1, 1)
(14, 11, 1, 1)
(19, 11, 1, 1)
(41, 11, 1, 1)
(14, 12, 1, 1)
(19, 12, 1, 1)
(2, 13, 1, 1)
(3, 13, 1, 1)
(4, 13, 1, 1)
(5, 13, 1, 1)
(6, 13, 1, 1)
(7, 13, 1, 1)
(8, 13, 1, 1)
(9, 13, 1, 1)
(10, 13, 1, 1)
(11, 13, 1, 1)
(12, 13, 1, 1)
(13, 13, 1, 1)
(14, 13, 1, 1)
(16, 13, 1, 1)
(17, 13, 1, 1)
(19, 13, 1, 1)
(20, 13, 1, 1)
(21, 13, 1, 1)
(22, 13, 1, 1)
(23, 13, 1, 1)
(24, 13, 1, 1)
(25, 13, 1, 1)
(26, 13, 1, 1)
(27, 13, 1, 1)
(28, 13, 1, 1)
(29, 13, 1, 1)
(30, 13, 1, 1)
(31, 13, 1, 1)
(32, 13, 1, 1)
(33, 13, 1, 1)
(34, 13, 1, 1)
(35, 13, 1, 1)
(36, 13, 1, 1)
(37, 13, 1, 1)
(38, 13, 1, 1)
(39, 13, 1, 1)
(41, 13, 1, 1)
(42, 13, 1, 1)
(43, 13, 1, 1)
(3, 14, 1, 1)
(14, 14, 1, 1)
(19, 14, 1, 1)
(41, 14, 1, 1)
(3, 15, 1, 1)
(5, 15, 1, 1)
(6, 15, 1, 1)
(7, 15, 1, 1)
(8, 15, 1, 1)
(9, 15, 1, 1)
(10, 15, 1, 1)
(11, 15, 1, 1)
(12, 15, 1, 1)
(14, 15, 1, 1)
(16, 15, 1, 1)
(19, 15, 1, 1)
(38, 15, 1, 1)
(41, 15, 1, 1)
(7, 16, 1, 1)
(14, 16, 1, 1)
(16, 16, 1, 1)
(19, 16, 1, 1)
(22, 16, 1, 1)
(23, 16, 1, 1)
(24, 16, 1, 1)
(25, 16, 1, 1)
(27, 16, 1, 1)
(28, 16, 1, 1)
(29, 16, 1, 1)
(30, 16, 1, 1)
(31, 16, 1, 1)
(32, 16, 1, 1)
(33, 16, 1, 1)
(34, 16, 1, 1)
(35, 16, 1, 1)
(36, 16, 1, 1)
(38, 16, 1, 1)
(41, 16, 1, 1)
(3, 17, 1, 1)
(7, 17, 1, 1)
(14, 17, 1, 1)
(16, 17, 1, 1)
(19, 17, 1, 1)
(29, 17, 1, 1)
(38, 17, 1, 1)
(41, 17, 1, 1)
(3, 18, 1, 1)
(14, 18, 1, 1)
(16, 18, 1, 1)
(19, 18, 1, 1)
(24, 18, 1, 1)
(25, 18, 1, 1)
(26, 18, 1, 1)
(29, 18, 1, 1)
(30, 18, 1, 1)
(31, 18, 1, 1)
(33, 18, 1, 1)
(34, 18, 1, 1)
(35, 18, 1, 1)
(38, 18, 1, 1)
(3, 19, 1, 1)
(4, 19, 1, 1)
(5, 19, 1, 1)
(6, 19, 1, 1)
(7, 19, 1, 1)
(9, 19, 1, 1)
(10, 19, 1, 1)
(11, 19, 1, 1)
(14, 19, 1, 1)
(16, 19, 1, 1)
(19, 19, 1, 1)
(38, 19, 1, 1)
(41, 19, 1, 1)
(3, 20, 1, 1)
(7, 20, 1, 1)
(14, 20, 1, 1)
(16, 20, 1, 1)
(38, 20, 1, 1)
(41, 20, 1, 1)
(3, 21, 1, 1)
(7, 21, 1, 1)
(9, 21, 1, 1)
(14, 21, 1, 1)
(16, 21, 1, 1)
(19, 21, 1, 1)
(21, 21, 1, 1)
(22, 21, 1, 1)
(23, 21, 1, 1)
(24, 21, 1, 1)
(25, 21, 1, 1)
(26, 21, 1, 1)
(27, 21, 1, 1)
(28, 21, 1, 1)
(29, 21, 1, 1)
(30, 21, 1, 1)
(32, 21, 1, 1)
(33, 21, 1, 1)
(34, 21, 1, 1)
(35, 21, 1, 1)
(36, 21, 1, 1)
(38, 21, 1, 1)
(39, 21, 1, 1)
(41, 21, 1, 1)
(3, 22, 1, 1)
(9, 22, 1, 1)
(14, 22, 1, 1)
(16, 22, 1, 1)
(19, 22, 1, 1)
(38, 22, 1, 1)
(41, 22, 1, 1)
(3, 23, 1, 1)
(7, 23, 1, 1)
(14, 23, 1, 1)
(16, 23, 1, 1)
(19, 23, 1, 1)
(22, 23, 1, 1)
(23, 23, 1, 1)
(24, 23, 1, 1)
(25, 23, 1, 1)
(26, 23, 1, 1)
(27, 23, 1, 1)
(29, 23, 1, 1)
(30, 23, 1, 1)
(31, 23, 1, 1)
(32, 23, 1, 1)
(33, 23, 1, 1)
(34, 23, 1, 1)
(35, 23, 1, 1)
(36, 23, 1, 1)
(38, 23, 1, 1)
(41, 23, 1, 1)
(3, 24, 1, 1)
(14, 24, 1, 1)
(16, 24, 1, 1)
(19, 24, 1, 1)
(38, 24, 1, 1)
(41, 24, 1, 1)
(14, 25, 1, 1)
(19, 25, 1, 1)
(41, 25, 1, 1)
(19, 26, 1, 1)
