[31, 39]
(7, 12)
(2, 30) | (25, 11)
(16, 8, 1, 1)
(27, 8, 1, 1)
(30, 8, 1, 1)
(35, 8, 1, 1)
(37, 8, 1, 1)
(4, 9, 1, 1)
(7, 9, 1, 1)
(11, 9, 1, 1)
(16, 9, 1, 1)
(35, 9, 1, 1)
(4, 10, 1, 1)
(7, 10, 1, 1)
(11, 10, 1, 1)
(16, 10, 1, 1)
(17, 10, 1, 1)
(18, 10, 1, 1)
(19, 10, 1, 1)
(20, 10, 1, 1)
(21, 10, 1, 1)
(22, 10, 1, 1)
(23, 10, 1, 1)
(24, 10, 1, 1)
(26, 10, 1, 1)
(27, 10, 1, 1)
(28, 10, 1, 1)
(29, 10, 1, 1)
(30, 10, 1, 1)
(32, 10, 1, 1)
(35, 10, 1, 1)
(37, 10, 1, 1)
(4, 11, 1, 1)
(7, 11, 1, 1)
(11, 11, 1, 1)
(16, 11, 1, 1)
(27, 11, 1, 1)
(30, 11, 1, 1)
(35, 11, 1, 1)
(37, 11, 1, 1)
(4, 12, 1, 1)
(11, 12, 1, 1)
(16, 12, 1, 1)
(27, 12, 1, 1)
(30, 12, 1, 1)
(35, 12, 1, 1)
(37, 12, 1, 1)
(4, 13, 1, 1)
(7, 13, 1, 1)
(16, 13, 1, 1)
(20, 13, 1, 1)
(21, 13, 1, 1)
(22, 13, 1, 1)
(24, 13, 1, 1)
(25, 13, 1, 1)
(30, 13, 1, 1)
(35, 13, 1, 1)
(37, 13, 1, 1)
(4, 14, 1, 1)
(7, 14, 1, 1)
(8, 14, 1, 1)
(9, 14, 1, 1)
(11, 14, 1, 1)
(12, 14, 1, 1)
(13, 14, 1, 1)
(16, 14, 1, 1)
(22, 14, 1, 1)
(27, 14, 1, 1)
(30, 14, 1, 1)
(35, 14, 1, 1)
(37, 14, 1, 1)
(7, 15, 1, 1)
(11, 15, 1, 1)
(16, 15, 1, 1)
(27, 15, 1, 1)
(30, 15, 1, 1)
(35, 15, 1, 1)
(37, 15, 1, 1)
(4, 16, 1, 1)
(7, 16, 1, 1)
(11, 16, 1, 1)
(16, 16, 1, 1)
(18, 16, 1, 1)
(19, 16, 1, 1)
(21, 16, 1, 1)
(22, 16, 1, 1)
(23, 16, 1, 1)
(24, 16, 1, 1)
(25, 16, 1, 1)
(27, 16, 1, 1)
(28, 16, 1, 1)
(30, 16, 1, 1)
(35, 16, 1, 1)
(37, 16, 1, 1)
(4, 17, 1, 1)
(16, 17, 1, 1)
(27, 17, 1, 1)
(30, 17, 1, 1)
(35, 17, 1, 1)
(37, 17, 1, 1)
(4, 18, 1, 1)
(7, 18, 1, 1)
(11, 18, 1, 1)
(16, 18, 1, 1)
(20, 18, 1, 1)
(21, 18, 1, 1)
(22, 18, 1, 1)
(23, 18, 1, 1)
(24, 18, 1, 1)
(25, 18, 1, 1)
(27, 18, 1, 1)
(30, 18, 1, 1)
(35, 18, 1, 1)
(37, 18, 1, 1)
(4, 19, 1, 1)
(7, 19, 1, 1)
(11, 19, 1, 1)
(16, 19, 1, 1)
(24, 19, 1, 1)
(27, 19, 1, 1)
(30, 19, 1, 1)
(35, 19, 1, 1)
(37, 19, 1, 1)
(4, 20, 1, 1)
(7, 20, 1, 1)
(11, 20, 1, 1)
(16, 20, 1, 1)
(24, 20, 1, 1)
(27, 20, 1, 1)
(30, 20, 1, 1)
(35, 20, 1, 1)
(37, 20, 1, 1)
(4, 21, 1, 1)
(7, 21, 1, 1)
(11, 21, 1, 1)
(16, 21, 1, 1)
(27, 21, 1, 1)
(30, 21, 1, 1)
(35, 21, 1, 1)
(37, 21, 1, 1)
(7, 22, 1, 1)
(16, 22, 1, 1)
(30, 22, 1, 1)
(35, 22, 1, 1)
(37, 22, 1, 1)
(16, 23, 1, 1)
(35, 23, 1, 1)
(37, 23, 1, 1)
(0, 25, 1, 1)
(1, 25, 1, 1)
(2, 25, 1, 1)
(3, 25, 1, 1)
(4, 25, 1, 1)
(5, 25, 1, 1)
(7, 25, 1, 1)
(8, 25, 1, 1)
(9, 25, 1, 1)
(10, 25, 1, 1)
(11, 25, 1, 1)
(12, 25, 1, 1)
(13, 25, 1, 1)
(14, 25, 1, 1)
(15, 25, 1, 1)
(16, 25, 1, 1)
(17, 25, 1, 1)
(18, 25, 1, 1)
(19, 25, 1, 1)
(20, 25, 1, 1)
(21, 25, 1, 1)
(22, 25, 1, 1)
(23, 25, 1, 1)
(24, 25, 1, 1)
(25, 25, 1, 1)
(26, 25, 1, 1)
(27, 25, 1, 1)
(28, 25, 1, 1)
(29, 25, 1, 1)
(30, 25, 1, 1)
(31, 25, 1, 1)
(32, 25, 1, 1)
(33, 25, 1, 1)
(34, 25, 1, 1)
(35, 25, 1, 1)
(36, 25, 1, 1)
(37, 25, 1, 1)
(38, 25, 1, 1)
(35, 26, 1, 1)
(1, 27, 1, 1)
(2, 27, 1, 1)
(3, 27, 1, 1)
(4, 27, 1, 1)
(5, 27, 1, 1)
(6, 27, 1, 1)
(7, 27, 1, 1)
(8, 27, 1, 1)
(9, 27, 1, 1)
(10, 27, 1, 1)
(11, 27, 1, 1)
(12, 27, 1, 1)
(13, 27, 1, 1)
(14, 27, 1, 1)
(15, 27, 1, 1)
(16, 27, 1, 1)
(17, 27, 1, 1)
(18, 27, 1, 1)
(19, 27, 1, 1)
(20, 27, 1, 1)
(21, 27, 1, 1)
(22, 27, 1, 1)
(23, 27, 1, 1)
(24, 27, 1, 1)
(25, 27, 1, 1)
(26, 27, 1, 1)
(27, 27, 1, 1)
(28, 27, 1, 1)
(29, 27, 1, 1)
(30, 27, 1, 1)
(32, 27, 1, 1)
(33, 27, 1, 1)
(35, 27, 1, 1)
(37, 27, 1, 1)
(35, 28, 1, 1)
(37, 28, 1, 1)
(10, 29, 1, 1)
(35, 29, 1, 1)
(37, 29, 1, 1)
(35, 30, 1, 1)
