[25, 38]
(10, 1)
(23, 14) | (9, 21)
(17, 19, 1, 1)
(18, 19, 1, 1)
(19, 19, 1, 1)
(20, 19, 1, 1)
(21, 19, 1, 1)
(22, 19, 1, 1)
(23, 19, 1, 1)
(24, 19, 1, 1)
(25, 19, 1, 1)
(26, 19, 1, 1)
(27, 19, 1, 1)
(28, 19, 1, 1)
(29, 19, 1, 1)
(30, 19, 1, 1)
(31, 19, 1, 1)
(32, 19, 1, 1)
(33, 19, 1, 1)
(34, 19, 1, 1)
(35, 19, 1, 1)
(36, 19, 1, 1)
(4, 20, 1, 1)
(8, 20, 1, 1)
(10, 20, 1, 1)
(15, 20, 1, 1)
(4, 21, 1, 1)
(8, 21, 1, 1)
(10, 21, 1, 1)
(15, 21, 1, 1)
(19, 21, 1, 1)
(20, 21, 1, 1)
(21, 21, 1, 1)
(23, 21, 1, 1)
(24, 21, 1, 1)
(25, 21, 1, 1)
(26, 21, 1, 1)
(27, 21, 1, 1)
(28, 21, 1, 1)
(29, 21, 1, 1)
(30, 21, 1, 1)
(31, 21, 1, 1)
(32, 21, 1, 1)
(33, 21, 1, 1)
(34, 21, 1, 1)
(35, 21, 1, 1)
(4, 22, 1, 1)
(8, 22, 1, 1)
(19, 22, 1, 1)
(31, 22, 1, 1)
(4, 23, 1, 1)
(15, 23, 1, 1)
(19, 23, 1, 1)
(15, 24, 1, 1)
