[26, 122]
(103, 0)
(93, 24) | (58, 22)
(52, 10, 1, 1)
(53, 10, 1, 1)
(54, 10, 1, 1)
(55, 10, 1, 1)
(57, 10, 1, 1)
(58, 10, 1, 1)
(59, 10, 1, 1)
(60, 10, 1, 1)
(61, 10, 1, 1)
(62, 10, 1, 1)
(63, 10, 1, 1)
(64, 10, 1, 1)
(65, 10, 1, 1)
(66, 10, 1, 1)
(67, 10, 1, 1)
(68, 10, 1, 1)
(69, 10, 1, 1)
(70, 10, 1, 1)
(71, 10, 1, 1)
(72, 10, 1, 1)
(73, 10, 1, 1)
(74, 10, 1, 1)
(75, 10, 1, 1)
(76, 10, 1, 1)
(77, 10, 1, 1)
(78, 10, 1, 1)
(80, 10, 1, 1)
(82, 10, 1, 1)
(83, 10, 1, 1)
(84, 10, 1, 1)
(85, 10, 1, 1)
(86, 10, 1, 1)
(87, 10, 1, 1)
(88, 10, 1, 1)
(89, 10, 1, 1)
(90, 10, 1, 1)
(91, 10, 1, 1)
(92, 10, 1, 1)
(93, 10, 1, 1)
(94, 10, 1, 1)
(95, 10, 1, 1)
(96, 10, 1, 1)
(99, 10, 1, 1)
(119, 10, 1, 1)
(80, 11, 1, 1)
(99, 11, 1, 1)
(119, 11, 1, 1)
(41, 12, 1, 1)
(80, 12, 1, 1)
(90, 12, 1, 1)
(100, 12, 1, 1)
(101, 12, 1, 1)
(102, 12, 1, 1)
(103, 12, 1, 1)
(104, 12, 1, 1)
(105, 12, 1, 1)
(106, 12, 1, 1)
(107, 12, 1, 1)
(108, 12, 1, 1)
(109, 12, 1, 1)
(110, 12, 1, 1)
(111, 12, 1, 1)
(112, 12, 1, 1)
(113, 12, 1, 1)
(114, 12, 1, 1)
(115, 12, 1, 1)
(117, 12, 1, 1)
(118, 12, 1, 1)
(119, 12, 1, 1)
(120, 12, 1, 1)
(99, 13, 1, 1)
(99, 14, 1, 1)
(0, 15, 1, 1)
(1, 15, 1, 1)
(2, 15, 1, 1)
(3, 15, 1, 1)
(4, 15, 1, 1)
(5, 15, 1, 1)
(6, 15, 1, 1)
(7, 15, 1, 1)
(8, 15, 1, 1)
(9, 15, 1, 1)
(10, 15, 1, 1)
(11, 15, 1, 1)
(12, 15, 1, 1)
(13, 15, 1, 1)
(14, 15, 1, 1)
(15, 15, 1, 1)
(16, 15, 1, 1)
(17, 15, 1, 1)
(18, 15, 1, 1)
(19, 15, 1, 1)
(20, 15, 1, 1)
(21, 15, 1, 1)
(22, 15, 1, 1)
(23, 15, 1, 1)
(24, 15, 1, 1)
(25, 15, 1, 1)
(26, 15, 1, 1)
(27, 15, 1, 1)
(28, 15, 1, 1)
(29, 15, 1, 1)
(30, 15, 1, 1)
(31, 15, 1, 1)
(32, 15, 1, 1)
(33, 15, 1, 1)
(34, 15, 1, 1)
(35, 15, 1, 1)
(36, 15, 1, 1)
(37, 15, 1, 1)
(38, 15, 1, 1)
(39, 15, 1, 1)
(40, 15, 1, 1)
(41, 15, 1, 1)
(42, 15, 1, 1)
(43, 15, 1, 1)
(44, 15, 1, 1)
(45, 15, 1, 1)
(46, 15, 1, 1)
(47, 15, 1, 1)
(48, 15, 1, 1)
(49, 15, 1, 1)
(50, 15, 1, 1)
(51, 15, 1, 1)
(52, 15, 1, 1)
(53, 15, 1, 1)
(54, 15, 1, 1)
(55, 15, 1, 1)
(56, 15, 1, 1)
(57, 15, 1, 1)
(58, 15, 1, 1)
(59, 15, 1, 1)
(60, 15, 1, 1)
(61, 15, 1, 1)
(62, 15, 1, 1)
(63, 15, 1, 1)
(64, 15, 1, 1)
(65, 15, 1, 1)
(66, 15, 1, 1)
(67, 15, 1, 1)
(68, 15, 1, 1)
(69, 15, 1, 1)
(70, 15, 1, 1)
(71, 15, 1, 1)
(72, 15, 1, 1)
(73, 15, 1, 1)
(74, 15, 1, 1)
(75, 15, 1, 1)
(76, 15, 1, 1)
(77, 15, 1, 1)
(78, 15, 1, 1)
(79, 15, 1, 1)
(80, 15, 1, 1)
(81, 15, 1, 1)
(83, 15, 1, 1)
(84, 15, 1, 1)
(85, 15, 1, 1)
(86, 15, 1, 1)
(87, 15, 1, 1)
(88, 15, 1, 1)
(89, 15, 1, 1)
(90, 15, 1, 1)
(91, 15, 1, 1)
(92, 15, 1, 1)
(93, 15, 1, 1)
(94, 15, 1, 1)
(95, 15, 1, 1)
(96, 15, 1, 1)
(97, 15, 1, 1)
(98, 15, 1, 1)
(99, 15, 1, 1)
(100, 15, 1, 1)
(101, 15, 1, 1)
(102, 15, 1, 1)
(103, 15, 1, 1)
(104, 15, 1, 1)
(105, 15, 1, 1)
(106, 15, 1, 1)
(107, 15, 1, 1)
(108, 15, 1, 1)
(109, 15, 1, 1)
(110, 15, 1, 1)
(111, 15, 1, 1)
(112, 15, 1, 1)
(113, 15, 1, 1)
(114, 15, 1, 1)
(115, 15, 1, 1)
(116, 15, 1, 1)
(117, 15, 1, 1)
(118, 15, 1, 1)
(119, 15, 1, 1)
(120, 15, 1, 1)
(121, 15, 1, 1)
(78, 16, 1, 1)
(99, 16, 1, 1)
(78, 17, 1, 1)
(99, 17, 1, 1)
(100, 17, 1, 1)
(101, 17, 1, 1)
(103, 17, 1, 1)
(104, 17, 1, 1)
(105, 17, 1, 1)
(106, 17, 1, 1)
(107, 17, 1, 1)
(108, 17, 1, 1)
(109, 17, 1, 1)
(110, 17, 1, 1)
(111, 17, 1, 1)
(113, 17, 1, 1)
(114, 17, 1, 1)
(115, 17, 1, 1)
(116, 17, 1, 1)
(117, 17, 1, 1)
(118, 17, 1, 1)
(119, 17, 1, 1)
(120, 17, 1, 1)
(35, 18, 1, 1)
(78, 18, 1, 1)
(90, 18, 1, 1)
(107, 18, 1, 1)
(113, 18, 1, 1)
(78, 19, 1, 1)
(90, 19, 1, 1)
(99, 19, 1, 1)
(102, 19, 1, 1)
(103, 19, 1, 1)
(104, 19, 1, 1)
(105, 19, 1, 1)
(107, 19, 1, 1)
(113, 19, 1, 1)
(2, 20, 1, 1)
(3, 20, 1, 1)
(4, 20, 1, 1)
(5, 20, 1, 1)
(6, 20, 1, 1)
(7, 20, 1, 1)
(8, 20, 1, 1)
(9, 20, 1, 1)
(10, 20, 1, 1)
(11, 20, 1, 1)
(12, 20, 1, 1)
(13, 20, 1, 1)
(14, 20, 1, 1)
(15, 20, 1, 1)
(16, 20, 1, 1)
(17, 20, 1, 1)
(18, 20, 1, 1)
(19, 20, 1, 1)
(20, 20, 1, 1)
(21, 20, 1, 1)
(22, 20, 1, 1)
(23, 20, 1, 1)
(24, 20, 1, 1)
(25, 20, 1, 1)
(27, 20, 1, 1)
(28, 20, 1, 1)
(29, 20, 1, 1)
(30, 20, 1, 1)
(31, 20, 1, 1)
(32, 20, 1, 1)
(33, 20, 1, 1)
(34, 20, 1, 1)
(35, 20, 1, 1)
(36, 20, 1, 1)
(37, 20, 1, 1)
(38, 20, 1, 1)
(39, 20, 1, 1)
(40, 20, 1, 1)
(41, 20, 1, 1)
(42, 20, 1, 1)
(43, 20, 1, 1)
(44, 20, 1, 1)
(45, 20, 1, 1)
(46, 20, 1, 1)
(47, 20, 1, 1)
(48, 20, 1, 1)
(49, 20, 1, 1)
(50, 20, 1, 1)
(51, 20, 1, 1)
(52, 20, 1, 1)
(53, 20, 1, 1)
(54, 20, 1, 1)
(55, 20, 1, 1)
(56, 20, 1, 1)
(57, 20, 1, 1)
(58, 20, 1, 1)
(59, 20, 1, 1)
(60, 20, 1, 1)
(61, 20, 1, 1)
(62, 20, 1, 1)
(63, 20, 1, 1)
(64, 20, 1, 1)
(65, 20, 1, 1)
(66, 20, 1, 1)
(67, 20, 1, 1)
(68, 20, 1, 1)
(69, 20, 1, 1)
(70, 20, 1, 1)
(71, 20, 1, 1)
(72, 20, 1, 1)
(73, 20, 1, 1)
(74, 20, 1, 1)
(75, 20, 1, 1)
(76, 20, 1, 1)
(78, 20, 1, 1)
(79, 20, 1, 1)
(80, 20, 1, 1)
(81, 20, 1, 1)
(82, 20, 1, 1)
(83, 20, 1, 1)
(84, 20, 1, 1)
(85, 20, 1, 1)
(86, 20, 1, 1)
(87, 20, 1, 1)
(88, 20, 1, 1)
(90, 20, 1, 1)
(91, 20, 1, 1)
(92, 20, 1, 1)
(94, 20, 1, 1)
(95, 20, 1, 1)
(96, 20, 1, 1)
(99, 20, 1, 1)
(102, 20, 1, 1)
(107, 20, 1, 1)
(35, 21, 1, 1)
(78, 21, 1, 1)
(90, 21, 1, 1)
(99, 21, 1, 1)
(102, 21, 1, 1)
(104, 21, 1, 1)
(107, 21, 1, 1)
(108, 21, 1, 1)
(109, 21, 1, 1)
(110, 21, 1, 1)
(111, 21, 1, 1)
(113, 21, 1, 1)
(114, 21, 1, 1)
(115, 21, 1, 1)
(116, 21, 1, 1)
(117, 21, 1, 1)
(118, 21, 1, 1)
(119, 21, 1, 1)
(99, 22, 1, 1)
(102, 22, 1, 1)
(107, 22, 1, 1)
(113, 22, 1, 1)
(1, 23, 1, 1)
(2, 23, 1, 1)
(3, 23, 1, 1)
(4, 23, 1, 1)
(5, 23, 1, 1)
(6, 23, 1, 1)
(7, 23, 1, 1)
(8, 23, 1, 1)
(10, 23, 1, 1)
(11, 23, 1, 1)
(12, 23, 1, 1)
(13, 23, 1, 1)
(14, 23, 1, 1)
(15, 23, 1, 1)
(16, 23, 1, 1)
(17, 23, 1, 1)
(18, 23, 1, 1)
(19, 23, 1, 1)
(20, 23, 1, 1)
(21, 23, 1, 1)
(22, 23, 1, 1)
(23, 23, 1, 1)
(24, 23, 1, 1)
(25, 23, 1, 1)
(26, 23, 1, 1)
(27, 23, 1, 1)
(28, 23, 1, 1)
(29, 23, 1, 1)
(30, 23, 1, 1)
(31, 23, 1, 1)
(32, 23, 1, 1)
(33, 23, 1, 1)
(34, 23, 1, 1)
(35, 23, 1, 1)
(36, 23, 1, 1)
(37, 23, 1, 1)
(38, 23, 1, 1)
(39, 23, 1, 1)
(40, 23, 1, 1)
(41, 23, 1, 1)
(42, 23, 1, 1)
(43, 23, 1, 1)
(44, 23, 1, 1)
(45, 23, 1, 1)
(46, 23, 1, 1)
(47, 23, 1, 1)
(48, 23, 1, 1)
(49, 23, 1, 1)
(50, 23, 1, 1)
(51, 23, 1, 1)
(52, 23, 1, 1)
(53, 23, 1, 1)
(54, 23, 1, 1)
(55, 23, 1, 1)
(56, 23, 1, 1)
(57, 23, 1, 1)
(58, 23, 1, 1)
(59, 23, 1, 1)
(60, 23, 1, 1)
(61, 23, 1, 1)
(62, 23, 1, 1)
(63, 23, 1, 1)
(64, 23, 1, 1)
(65, 23, 1, 1)
(66, 23, 1, 1)
(67, 23, 1, 1)
(68, 23, 1, 1)
(69, 23, 1, 1)
(70, 23, 1, 1)
(71, 23, 1, 1)
(72, 23, 1, 1)
(73, 23, 1, 1)
(74, 23, 1, 1)
(75, 23, 1, 1)
(76, 23, 1, 1)
(77, 23, 1, 1)
(78, 23, 1, 1)
(79, 23, 1, 1)
(80, 23, 1, 1)
(81, 23, 1, 1)
(82, 23, 1, 1)
(83, 23, 1, 1)
(84, 23, 1, 1)
(85, 23, 1, 1)
(86, 23, 1, 1)
(87, 23, 1, 1)
(88, 23, 1, 1)
(89, 23, 1, 1)
(90, 23, 1, 1)
(91, 23, 1, 1)
(92, 23, 1, 1)
(93, 23, 1, 1)
(94, 23, 1, 1)
(96, 23, 1, 1)
(97, 23, 1, 1)
(99, 23, 1, 1)
(102, 23, 1, 1)
(107, 23, 1, 1)
(113, 23, 1, 1)
(78, 24, 1, 1)
(99, 24, 1, 1)
(107, 24, 1, 1)
(99, 25, 1, 1)
